DATE,PURPOSE,SOURCE,TIME POINT,CONTENTS,TUBE NUMBER,STORAGE,FREEZER BOX #,FREEZER BOX ROW #,SHIPPED TO,SHIPPING DATE
20180617,Pocillopora Trial #1,"Tank 14, Bin 3",14:00,1 settled larvae,267,SEM,,,,
20180617,Pocillopora Trial #1,"Tank 14, Bin 15",14:00,20 larvae,268,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 14, Bin 16",14:00,2 larvae,269,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 14, Bin 27",14:00,1 settled larvae,274,SEM,,,,
20180617,Pocillopora Trial #1,"Tank 14, Bin 27",14:00,19 larvae,271,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 14, Bin 28",14:00,18 larvae,275,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 14, Bin 28",14:00,5 settled larvae,277,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 13, Bin 5",15:00,13 larvae,279,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 13, Bin 6",15:00,10 larvae,280,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 13, Bin 17",15:00,19 larvae,282,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 13, Bin 18",15:00,3 larvae,285,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 13, Bin 18",15:00,1 settled larvae,287,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 13, Bin 29",15:00,22 larvae,288,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 13, Bin 29",15:00,3 settled larvae,291,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 13, Bin 30",15:00,17 larvae,293,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 13, Bin 30",15:00,3 settled larvae,296,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 12, Bin 7",15:00,21 larvae,298,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 12, Bin 7",15:00,4-6 larvae,300,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 10, Bin 12",15:00,7 swimming,265,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 10, Bin 11",15:00,"24 swimming, 2 settled",266,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 10, Bin 24",15:00,5 swimming,270,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 10, Bin 24",15:00,2 settled,272,Ethanol,,,,
20180617,Pocillopora Trial #1,"Tank 10, Bin 23",15:00,"23 swimming, 3 settled",273,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 10, Bin 35",15:00,25 swimming ,276,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 10, Bin 35",15:00,9 settled,278,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 10, Bin 36",15:00,15 swimming,281,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 10, Bin 36",15:00,6-8 settled,283,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 10, Bin 36",15:00,7-8 settled,284,Ethanol,,,,
20180617,Pocillopora Trial #1,"Tank 11, Bin 10",16:00,5 swimming,286,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 11, Bin 10",16:00,3 settled,289,Ethanol,,,,
20180617,Pocillopora Trial #1,"Tank 11, Bin 9",16:00,22 swimming ,290,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 11, Bin 9",16:00,2 settled,292,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 11, Bin 9",16:00,1 swimming,294,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 11, Bin 9",16:00,1 settled  ,295,Ethanol,,,,
20180617,Pocillopora Trial #1,"Tank 11, Bin 21",16:00,"24 swimming, 2 settled",297,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 11, Bin 33",16:00,21 swimming,299,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 11, Bin 33",16:00,9 settled,301,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 11, Bin 34",16:00,"24 swimming, 3 settled",302,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 11, Bin 34",16:00,2 settled,303,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 12, Bin 8",16:00,12 swimming,304,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 12, Bin 19",16:00,"22 swimming, 1 settled",305,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 12, Bin 20",16:00,"10 swimming, 2 settled",306,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 12, Bin 31",16:00,20 swimming,307,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 12, Bin 32",16:00,"5 swimming, 4 settled",308,"Snap frozen, -80C",,,,
20180617,Pocillopora Trial #1,"Tank 12, Bin 31",16:00,4 settled,309,"Snap frozen, -80C",,,,
20180618,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",12:00,swimming larvae,310,"Snap frozen, -80C",,,,
20180618,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",12:00,swimming larvae,316,"Zfix, -20C",,,,
20180618,20180613 Montipora Spawning,"Tank 11, Mont. Bin 9 6/13",12:00,swimming larvae,311,"Snap frozen, -80C",,,,
20180618,20180613 Montipora Spawning,"Tank 11, Mont. Bin 9 6/13",12:00,swimming larvae,317,"Zfix, -20C",,,,
20180618,20180613 Montipora Spawning,"Tank 12, Mont. Bin 6 6/13",12:00,swimming larvae,312,"Snap frozen, -80C",,,,
20180618,20180613 Montipora Spawning,"Tank 12, Mont. Bin 6 6/13",12:00,swimming larvae,318,"Zfix, -20C",,,,
20180618,20180613 Montipora Spawning,"Tank 13, Mont. Bin 2 6/13",12:00,swimming larvae,313,"Snap frozen, -80C",,,,
20180618,20180613 Montipora Spawning,"Tank 13, Mont. Bin 2 6/13",12:00,swimming larvae,319,"Zfix, -20C",,,,
20180618,20180613 Montipora Spawning,"Tank 15, Mont. Bin 8 6/13",12:00,swimming larvae,315,"Snap frozen, -80C",,,,
20180618,20180613 Montipora Spawning,"Tank 15, Mont. Bin 8 6/13",12:00,swimming larvae,321,"Zfix, -20C",,,,
20180618,20180613 Montipora Spawning,"Tank 14, Mont. Bin 5 6/13",12:00,swimming larvae,314,"Snap frozen, -80C",,,,
20180618,20180613 Montipora Spawning,"Tank 14, Mont. Bin 5 6/13",12:00,swimming larvae,320,"Zfix, -20C",,,,
20180620,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",12:02,swimming larvae,321,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",12:02,swimming larvae,327,"Zfix, -20C",,,,
20180620,20180613 Montipora Spawning,"Tank 11, Mont. Bin 9 6/13",12:07,swimming larvae,322,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,"Tank 11, Mont. Bin 9 6/13",12:07,swimming larvae,328,"Zfix, -20C",,,,
20180620,20180613 Montipora Spawning,"Tank 12, Mont. Bin 6 6/13",12:10,swimming larvae,323,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,"Tank 12, Mont. Bin 6 6/13",12:10,swimming larvae,329,"Zfix, -20C",,,,
20180620,20180613 Montipora Spawning,"Tank 13, Mont. Bin 2 6/13",12:14,swimming larvae,324,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,"Tank 13, Mont. Bin 2 6/13",12:16,swimming larvae,330,"Zfix, -20C",,,,
20180620,20180613 Montipora Spawning,"Tank 15, Mont. Bin 8 6/13",12:17,swimming larvae,325,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,"Tank 15, Mont. Bin 8 6/13",12:18,swimming larvae,331,"Zfix, -20C",,,,
20180620,20180613 Montipora Spawning,"Tank 14, Mont. Bin 5 6/13",12:19,swimming larvae,326,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,"Tank 14, Mont. Bin 5 6/13",12:19,swimming larvae,332,"Zfix, -20C",,,,
20180620,20180613 Montipora Spawning,Conical 16,12:20,swimming larvae,333,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,Conical 16,12:20,swimming larvae,334,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,Conical 16,12:20,swimming larvae,335,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,Conical 16,12:20,swimming larvae,336,"Zfix, -20C",,,,
20180620,20180613 Montipora Spawning,Conical 17,12:31,swimming larvae,337,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,Conical 17,12:32,swimming larvae,338,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,Conical 18,12:33,swimming larvae,341,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,Conical 18,12:34,swimming larvae,342,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,Conical 18,12:35,swimming larvae,343,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,Conical 18,12:36,swimming larvae,344,"Zfix, -20C",,,,
20180620,20180613 Montipora Spawning,Conical 17,12:33,swimming larvae,339,"Snap frozen, -80C",,,,
20180620,20180613 Montipora Spawning,Conical 17,12:34,swimming larvae,340,"Zfix, -20C",,,,
20180621,20180613 Montipora Spawning,Conical 17,12:09,swimming larvae,356,"Snap frozen, -80C",,,,
20180621,20180613 Montipora Spawning,Conical 17,12:09,swimming larvae,355,"Snap frozen, -80C",,,,
20180621,20180613 Montipora Spawning,Conical 17,12:09,swimming larvae,357,"Snap frozen, -80C",,,,
20180621,20180613 Montipora Spawning,Conical 17,12:09,swimming larvae,358,"Zfix, -20C",,,,
20180621,20180613 Montipora Spawning,Conical 16,12:20,swimming larvae,351,"Snap frozen, -80C",,,,
20180621,20180613 Montipora Spawning,Conical 16,12:20,swimming larvae,352,"Snap frozen, -80C",,,,
20180621,20180613 Montipora Spawning,Conical 16,12:20,swimming larvae,350,"Snap frozen, -80C",,,,
20180621,20180613 Montipora Spawning,Conical 16,12:20,swimming larvae,349,"Zfix, -20C",,,,
20180621,20180613 Montipora Spawning,Conical 18,12:30,swimming larvae,345,"Snap frozen, -80C",,,,
20180621,20180613 Montipora Spawning,Conical 18,12:30,swimming larvae,346,"Snap frozen, -80C",,,,
20180621,20180613 Montipora Spawning,Conical 18,12:30,swimming larvae,347,"Snap frozen, -80C",,,,
20180621,20180613 Montipora Spawning,Conical 18,12:30,swimming larvae,348,"Zfix, -20C",,,,
20180622,20180613 Montipora Spawning,Tank 10,12:00,swimming larvae,359,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 10,12:00,swimming larvae,360,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 10,12:00,swimming larvae,361,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 10,12:00,swimming larvae,362,"Zfix, -20C",,,,
20180622,20180613 Montipora Spawning,Tank14,12:10,swimming larvae,363,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank14,12:10,swimming larvae,364,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank14,12:10,swimming larvae,365,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank14,12:10,swimming larvae,366,"Zfix, -20C",,,,
20180622,20180613 Montipora Spawning,Tank 11,12:15,swimming larvae,367,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 11,12:15,swimming larvae,368,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 11,12:15,swimming larvae,369,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 11,12:15,swimming larvae,370,"Zfix, -20C",,,,
20180622,20180613 Montipora Spawning,Tank 12,12:20,swimming larvae,371,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 12,12:20,swimming larvae,372,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 12,12:20,swimming larvae,373,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 12,12:20,swimming larvae,374,"Zfix, -20C",,,,
20180622,20180613 Montipora Spawning,Tank 13,12:25,swimming larvae,375,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 13,12:25,swimming larvae,376,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 13,12:25,swimming larvae,377,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 13,12:25,swimming larvae,378,"Zfix, -20C",,,,
20180622,20180613 Montipora Spawning,Tank 15,12:30,swimming larvae,379,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 15,12:30,swimming larvae,380,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 15,12:30,swimming larvae,381,"Snap frozen, -80C",,,,
20180622,20180613 Montipora Spawning,Tank 15,12:30,swimming larvae,382,"Zfix, -20C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",10:52,swimming larvae,383,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",10:52,swimming larvae,384,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",10:52,swimming larvae,385,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",10:55,swimming larvae,386,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",10:55,swimming larvae,387,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",10:55,swimming larvae,388,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",10:56,swimming larvae,389,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",10:56,swimming larvae,390,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",10:56,swimming larvae,391,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",11:01,swimming larvae,392,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",11:01,swimming larvae,393,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",11:01,swimming larvae,394,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",11:10,swimming larvae,395,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",11:10,swimming larvae,396,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",11:10,swimming larvae,397,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",11:25,swimming larvae,398,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",11:25,swimming larvae,399,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",11:25,swimming larvae,400,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",11:32,swimming larvae,401,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",11:39,swimming larvae,402,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",11:47,swimming larvae,403,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",11:49,swimming larvae,404,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",12:18,swimming larvae,405,"Snap frozen, -80C",,,,
20180626,20180613 Montipora Spawning,"Tank 10, Mont. Bin 1 6/13",12:00,swimming larvae,406,"Snap frozen, -80C",,,,
20180627,20180613 Montipora Spawning,Conical 18,11:43,swimming larvae,407,"Snap frozen, -80C",,,,
20180627,20180613 Montipora Spawning,Conical 17,11:51,swimming larvae,408,"Snap frozen, -80C",,,,
20180627,20180613 Montipora Spawning,Conical 17,11:55,swimming larvae,409,"Snap frozen, -80C",,,,
20180627,20180613 Montipora Spawning,Conical 17,12:02,swimming larvae,410,"Snap frozen, -80C",,,,
20180627,20180613 Montipora Spawning,Conical 17,12:06,swimming larvae,414,"Snap frozen, -80C",,,,
20180627,20180613 Montipora Spawning,Conical 17,12:08,swimming larvae,413,"Snap frozen, -80C",,,,
20180627,20180613 Montipora Spawning,Concial 16,12:10,swimming larvae,411,"Snap frozen, -80C",,,,
20180627,20180613 Montipora Spawning,Conical 17,12:20,swimming larvae,415,"Snap frozen, -80C",,,,
20180627,20180613 Montipora Spawning,Conical 17,12:20,swimming larvae,412,"Snap frozen, -80C",,,,
20180702,Pocillopora Settling Experiment,Newly released,12:20,20 swimming larvae,416,"Snap frozen, -80C",,,,
20180702,Pocillopora Settling Experiment,Newly released,12:20,20 swimming larvae,417,"Snap frozen, -80C",,,,
20180702,Pocillopora Settling Experiment,Newly released,12:15,20 swimming larvae,418,"Snap frozen, -80C",,,,
20180702,Pocillopora Settling Experiment,Newly released,12:15,20 swimming larvae,419,"Snap frozen, -80C",,,,
20180703,Pocillopora Settling Experiment,"Tank 10, Bin 63",12:00,20 swimming larvae,420,"Snap frozen, -80C",,,,
20180703,Pocillopora Settling Experiment,"Tank 10, Bin 83",12:42,20 swimming larvae,426,"Snap frozen, -80C",,,,
20180703,Pocillopora Settling Experiment,"Tank 11, Bin 61",12:09,20 swimming larvae,421,"Snap frozen, -80C",,,,
20180703,Pocillopora Settling Experiment,"Tank 11, Bin 86",12:48,20 swimming larvae,427,"Snap frozen, -80C",,,,
20180703,Pocillopora Settling Experiment,"Tank 12, Bin 64",12:15,20 swimming larvae,422,"Snap frozen, -80C",,,,
20180703,Pocillopora Settling Experiment,"Tank 12, Bin 69",12:54,20 swimming larvae,429,"Snap frozen, -80C",,,,
20180703,Pocillopora Settling Experiment,"Tank 13, Bin 68",12:21,20 swimming larvae,423,"Snap frozen, -80C",,,,
20180703,Pocillopora Settling Experiment,"Tank 13, Bin 74",13:01,20 swimming larvae,430,"Snap frozen, -80C",,,,
20180703,Pocillopora Settling Experiment,"Tank 14, Bin 66",12:27,20 swimming larvae,424,"Snap frozen, -80C",,,,
20180703,Pocillopora Settling Experiment,"Tank 14, Bin 72",13:01,20 swimming larvae,431,"Snap frozen, -80C",,,,
20180703,Pocillopora Settling Experiment,"Tank 15, Bin 67",12:34,20 swimming larvae,425,"Snap frozen, -80C",,,,
20180703,Pocillopora Settling Experiment,"Tank 15, Bin 79",?????,20 swimming larvae,432,"Snap frozen, -80C",,,,
20180705,Pocillopora Settling Experiment,Time Point 0 - General Pool (??),11:23,20 swimming larvae,433,"Snap frozen, -80C",,,,
20180705,Pocillopora Settling Experiment,Time Point 0 - General Pool (??),11:25,20 swimming larvae,434,"Snap frozen, -80C",,,,
20180705,Pocillopora Settling Experiment,Time Point 0 - General Pool (??),11:27,20 swimming larvae,435,"Snap frozen, -80C",,,,
20180706,Pocillopora Settling Experiment,"Time Point 24H - Tank 10, Bin 78",11:56,10 swimming larvae,436,"Snap frozen, -80C",,,,
20180706,Pocillopora Settling Experiment,"Time Point 24H - Tank 10, Bin 81",12:06,20 swimming larvae,437,"Snap frozen, -80C",,,,
20180706,Pocillopora Settling Experiment,"Time Point 24H - Tank 11, Bin 77",13:16,20 swimming larvae,445,"Snap frozen, -80C",,,,
20180706,Pocillopora Settling Experiment,"Time Point 24H - Tank 11, Bin 65",13:12,20 swimming larvae,444,"Snap frozen, -80C",,,,
20180706,Pocillopora Settling Experiment,"Time Point 24H - Tank 12, Bin 80",13:17,20 swimming larvae,447,"Snap frozen, -80C",,,,
20180706,Pocillopora Settling Experiment,"Time Point 24H - Tank 12, Bin 88",13:21,20 swimming larvae,446,"Snap frozen, -80C",,,,
20180706,Pocillopora Settling Experiment,"Time Point 24H - Tank 13, Bin 84",12:21,9 swimming larvae ,439,"Snap frozen, -80C",,,,
20180706,Pocillopora Settling Experiment,"Time Point 24H - Tank 13, Bin 90",12:10,5 swimming larvae,438,"Snap frozen, -80C",,,,
20180706,Pocillopora Settling Experiment,"Time Point 24H - Tank 14, Bin 75",13:04,20 swimming larvae,443,"Snap frozen, -80C",,,,
20180706,Pocillopora Settling Experiment,"Time Point 24H - Tank 14, Bin 73",12:42,20 swimming larvae,442,"Snap frozen, -80C",,,,
20180706,Pocillopora Settling Experiment,"Time Point 24H - Tank 15, Bin 76",12:31,20 swimming larvae,440,"Snap frozen, -80C",,,,
20180706,Pocillopora Settling Experiment,"Time Point 24H - Tank 15, Bin 70",12:37,10 swimming larvae,441,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 11, Bin 86",14:08,17 settled larvae,442,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 15, Bin 67",14:00,9 settled larvae,443,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 15, Bin 79",14:18,14 settled larvae,444,Ethanol - SEM,,,,
20180710,Pocillopora Settling Experiment,"Tank 11, Bin 86",14:10,2 settled larvae,445,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 11, Bin 61",14:21,9 settled larvae,446,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 14, Bin 72",14:25,8 settled larvae,447,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 11, Bin 86",14:25,3 swimming larvae,448,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 11, Bin 61",14:25,3 swimming larvae,449,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 13, Bin 68",14:29,2 swimming larvae,450,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 14, Bin 66",14:32,9 settled larvae,451,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 13, Bin 68",14:42,19 settled larvae,452,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 12, Bin 69",14:48,19 settled larvae,453,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 13, Bin 68",14:45,2 settled larvae,454,Ethanol - SEM,,,,
20180710,Pocillopora Settling Experiment,"Tank 12, Bin 64",14:55,12 settled larvae,455,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 13, Bin 74",14:54,6 swimming larvae,456,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 13, Bin 74",15:06,15 settled larvae,457,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 12, Bin 64",15:03,4 settled larvae,458,Ethanol - SEM,,,,
20180710,Pocillopora Settling Experiment,"Tank 13, Bin 74",15:07,2 settled larvae,459,Ethanol - SEM,,,,
20180710,Pocillopora Settling Experiment,"Tank 10, Bin 63",15:09,9 settled larvae,460,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 10, Bin 83",15:19,2 swimming larvae,461,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 10, Bin 83",15:27,16 settled larvae,462,"Snap frozen, -80C",,,,
20180710,Pocillopora Settling Experiment,"Tank 10, Bin 83",15:28,2 settled larvae,463,Ethanol - SEM,,,,
20180713,Pocillopora Settling Experiment,"Tank 10, Bin 78",12:31,3 settled larvae,464,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 15, Bin 70",12:39,7 swimming larvae,465,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 10, Bin 81",12:43,2 swimming larvae,466,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 15, Bin 70",12:53,27 settled larvae ,467,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 15, Bin 76",13:03,7 settled larvae,468,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 11, Bin 65",13:04,12 swimming larvae,469,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 11, Bin 65",13:06,12 settled larvae,470,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 14, Bin 75",13:10,10 swimming larvae,471,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 14, Bin 75",13:15,8 settled larvae,472,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 14, Bin 73",13:18,6 swimming larvae,473,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 11, Bin 77",13:19,7 swimming larvae,474,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 11, Bin 77",13:21,19 settled larvae,475,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 14, Bin 73",13:29,21 settled larvae,476,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 13, Bin 84",13:45,15 settled larvae,477,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 12, Bin 80",13:36,5 swimming larvae,478,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 12, Bin 80",13:39,14 settled larvae,479,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 13, Bin 73",13:50,15 settled larvae,480,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 12, Bin 88",13:48,14 swimming larvae,481,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 12, Bin 88",13:54,11 settled larvae,482,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 13, Bin 90",14:04,17 settled larvae,483,"Snap frozen, -80C",,,,
20180713,Pocillopora Settling Experiment,"Tank 13, Bin 90",14:00,19 settled larvae,484,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 10, Bin 41",18:45,1 settled larvae,490,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 10, Bin 54",19:01,2 settled larvae,491,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 10, Bin 57",19:07,2 settled larvae,492,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 10, Bin 13",19:15,5 settled larvae,493,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 11, Bin 15",21:53,1 settled larvae,507,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 11, Bin 29",21:56,1 settled larvae,508,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 12, Bin 18",19:30,6 settled larvae,494,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 12, Bin 16",19:38,6 settled larvae,495,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 12, Bin 46",20:07,1 settled larvae,496,"Snap frozen, -80C",,,,
